Id,Sentiment,Text Tweet,clean_teks,clean_teks2,topic,internet,kartu,harga,embedding
261,0,Signal <PROVIDER_NAME> Mentari makin lama makin memprihatinkan. Saatnya memikirkan untuk ganti kartu. Kecewa <PROVIDER_NAME>,signal mentari prihatin pikir ganti kartu kecewa,"['signal', 'mentari', 'prihatin', 'pikir', 'ganti', 'kartu', 'kecewa']",2,0.6643484,0.62581694,0.57838017,"[-5.23624793e-02 -4.24950533e-02  5.08393981e-02 -9.91983805e-03
 -6.66310564e-02 -5.97500615e-02 -8.87911487e-03 -6.86811060e-02
  4.19819094e-02 -3.96029577e-02  4.80617620e-02 -2.61702724e-02
  1.21341031e-02  3.27195078e-02  6.07120693e-02 -4.30657454e-02
  2.75232997e-02 -5.02501354e-02 -1.35611659e-02 -4.62789834e-02
  3.60165797e-02 -2.72102263e-02 -1.81009136e-02  1.97251868e-02
 -6.87401509e-03 -5.34796827e-02  1.03197461e-02 -2.80901827e-02
 -3.07062771e-02  8.34554881e-02  2.21743118e-02  1.20786680e-02
 -3.02886753e-03  5.26280934e-03  7.03777894e-02 -5.88669851e-02
  1.04892395e-01 -2.68440209e-02 -4.06620987e-02 -3.70166674e-02
  6.23064227e-02 -4.68344949e-02  2.02331203e-03 -5.50638326e-02
 -5.43003790e-02  1.47996461e-02 -2.48171519e-02  1.21010970e-02
 -1.56859159e-02  3.20878215e-02 -4.30697203e-02  4.38874727e-03
  1.22250170e-02  5.45936115e-02  2.11424381e-03  4.85562952e-03
  1.58814210e-02 -1.40695553e-02 -2.93989312e-02 -3.69898342e-02
  2.79314257e-02  5.64204045e-02 -4.53617647e-02 -4.55453666e-03
  1.11113368e-02 -2.41504740e-02 -4.77951430e-02 -5.60943829e-03
  1.29311318e-02  1.71680041e-02 -1.36655523e-02  5.46525978e-02
  1.78186856e-02  1.61790736e-02  5.19693717e-02 -3.30869146e-02
  2.67832186e-02  2.07904149e-02 -5.15224077e-02  2.55680922e-02
 -4.05834317e-02 -9.25984787e-05 -2.93039363e-02  1.19257942e-02
  6.94748526e-03  2.55982019e-02 -1.73995756e-02  2.81822998e-02
  2.94756591e-02  1.00928824e-02 -8.28483235e-03  7.60813951e-02
  2.12561935e-02  2.31068917e-02 -2.53094304e-02 -2.34674513e-02
  7.73944380e-03 -3.77550311e-02 -2.46445406e-02 -3.37201878e-02]"
262,0,<PROVIDER_NAME> apakah <PROVIDER_NAME> lagi gangguan di daerah kramat jati? Sumpah sudah lelet banget padahal sudah 4g ,ganggu daerah kramat jati sumpah lelet banget g,"['ganggu', 'daerah', 'kramat', 'jati', 'sumpah', 'lelet', 'banget', 'g']",0,0.53217244,0.6168786,0.647325,"[-8.75575989e-02  2.56839022e-02 -1.64102688e-02 -2.19722018e-02
  2.96924729e-02 -2.88973488e-02  2.27122940e-03 -2.10916437e-03
  1.21469107e-02  4.69688103e-02  6.07988890e-03 -4.62140143e-02
  2.94369459e-03 -7.25848079e-02 -4.03279737e-02 -3.20690982e-02
  5.57779483e-02 -7.88363442e-03 -1.04596801e-02 -5.26961237e-02
 -1.52016943e-02 -2.75515877e-02 -1.23695791e-01  5.31981699e-03
 -3.14714946e-03  7.77995437e-02 -3.64644006e-02 -4.38688733e-02
 -2.38387659e-02  1.24221116e-01 -2.97760870e-02 -5.00330478e-02
  1.54956672e-02 -1.09969396e-02  3.16150151e-02 -4.24377695e-02
  5.83848581e-02 -2.62004826e-02  9.76756960e-03 -5.58107346e-02
 -1.95156503e-02  1.12248929e-02 -4.85157371e-02 -1.83198601e-02
 -1.86733566e-02 -4.30827364e-02 -5.61130047e-02  1.41946543e-02
  2.30018310e-02  7.97778554e-03 -4.39346880e-02  2.68584453e-02
  6.79967105e-02  4.62708436e-03  1.23075973e-02 -5.32268025e-02
  3.88646722e-02 -3.93224601e-03 -5.87302446e-03 -4.76975888e-02
  5.45227565e-02  3.00152972e-02  9.08912160e-03  7.00306743e-02
 -1.01162149e-02  2.37373468e-02 -5.76760732e-02  1.24668311e-02
  3.22757252e-02  1.80762634e-03  1.07927814e-01  9.30691361e-02
  1.50232203e-02 -1.13968179e-02  6.61308412e-04  3.52857728e-03
  4.19408381e-02  6.32695481e-03  2.15298403e-02  4.92020790e-03
 -5.18640950e-02  7.15907663e-06  2.11343542e-02  1.01512121e-02
 -2.26100944e-02  1.86520889e-02 -7.65377581e-02 -2.58056191e-03
 -1.32864472e-02  2.83949599e-02 -8.15456733e-02  4.47362363e-02
  5.30245434e-03  1.71236694e-02 -1.41272712e-02  3.52092795e-02
 -3.56243290e-02 -1.03669809e-02 -5.17679080e-02  5.91682270e-02]"
263,0,"<PROVIDER_NAME> kenapa <PROVIDER_NAME> super lelet? 4g tp kecepatan 0,1 1 kb/s. gangguan atau gimana sih? ",super lelet g tp cepat kbs ganggu gimana sih,"['super', 'lelet', 'g', 'tp', 'cepat', 'kbs', 'ganggu', 'gimana', 'sih']",0,0.5461236,0.473188,0.44695944,"[-0.0602239   0.03344734  0.02027297  0.00519778 -0.01740149 -0.06830385
  0.01665215  0.009865   -0.0277359   0.032201    0.01562873 -0.04669652
  0.06592087 -0.04021653  0.00167998  0.00146411  0.05141555 -0.01075691
 -0.01615383  0.01020349  0.00677532  0.00813055 -0.07590809  0.00927012
  0.00645385  0.01516809  0.00028889 -0.00604811 -0.03588392  0.04953853
 -0.03402159 -0.05932172  0.0356979  -0.009507    0.04580654 -0.0632657
 -0.00471991  0.03044905  0.02422128 -0.04282369 -0.06209393 -0.03794575
  0.00497233 -0.0532566  -0.05041872 -0.05261018 -0.01981703  0.03769541
 -0.00629979  0.00134306 -0.07129323 -0.00059007 -0.02346192  0.07021
 -0.00835966  0.00900337  0.05161789  0.01821709 -0.0711228  -0.07936212
  0.07726052  0.06089934 -0.0613202  -0.00787395 -0.0088492   0.08301401
 -0.0449159   0.06490999 -0.03433951 -0.03234988  0.03834893  0.04135146
  0.01728559 -0.05913137 -0.0151322   0.01122012 -0.02487894 -0.01164166
 -0.01190843  0.0759941  -0.06553357  0.03153738 -0.03858461  0.0094929
  0.01058574  0.03408239 -0.03507388  0.00711153 -0.00745094  0.00827561
 -0.00804319  0.01703451  0.02060543  0.06063484  0.00882361  0.03043416
 -0.01025429  0.00397889 -0.09768209  0.05016977]"
264,0,tai <PROVIDER_NAME>,tai,['tai'],2,0.45152265,0.56394565,0.49281597,"[-5.34510612e-03  1.20053910e-01 -1.08887628e-03  3.16895486e-04
 -1.26129448e-01  1.12007774e-01  1.59889963e-02  4.45063077e-02
 -2.94614639e-02 -6.90711513e-02 -1.05584033e-01  3.48560289e-02
 -5.13080545e-02 -7.79746920e-02  1.88299835e-01 -7.21616074e-02
 -1.66179955e-01  2.22082008e-02 -1.52438015e-01 -2.66240612e-02
  9.24845859e-02 -7.49303587e-03 -5.23331985e-02 -6.13235235e-02
  1.05456650e-01  2.97865327e-02  2.53258329e-02 -1.64205655e-01
 -5.25568239e-02 -1.31970078e-01 -2.18957867e-02 -4.34623882e-02
 -5.37154041e-02 -1.25961900e-01 -2.01586753e-01  3.25683057e-01
 -1.87726587e-01 -1.19429812e-01 -7.15605095e-02 -5.39022982e-02
  1.52569367e-02  2.81776395e-02  1.53981254e-01 -1.57889411e-01
 -1.79777637e-01  1.47920981e-01 -4.63507278e-03 -1.48840100e-01
 -8.05339590e-02 -6.31173607e-03  5.91821671e-02 -2.24724673e-02
 -8.08982179e-03 -8.64810348e-02  1.04824543e-01 -1.57822147e-01
 -8.26045126e-02 -4.55856957e-02  5.50080389e-02  1.29678145e-01
 -8.64940882e-03 -2.40142131e-03 -1.53397381e-01  1.14449076e-01
  2.16442496e-01  8.20458606e-02 -3.80715020e-02  4.43561524e-02
 -3.31897214e-02 -1.78792477e-01 -5.37295118e-02  8.85117128e-02
  8.67086947e-02 -2.32535303e-02 -7.20641613e-02 -7.80971581e-03
  5.48304804e-02 -1.29612163e-02 -5.14345132e-02 -4.79634739e-02
 -1.33247683e-02  2.09510475e-02  1.77646741e-01 -1.66358963e-01
  9.94672030e-02 -2.24165525e-03  4.67915758e-02  5.64849079e-02
 -7.59752095e-03  1.53383046e-01  3.33918743e-02  6.12677634e-02
  3.53298746e-02 -1.47124320e-01  1.91097893e-02  1.84781387e-01
 -4.91027236e-02  3.38530587e-03  5.58634959e-02  3.09586283e-02]"
265,0,"Ya allah. Kalau hujan sinyal <PROVIDER_NAME> kaya lagunya Kotak ""Pelan Pelan Saja""",ya allah hujan sinyal kaya lagu kotak pelan pelan,"['ya', 'allah', 'hujan', 'sinyal', 'kaya', 'lagu', 'kotak', 'pelan', 'pelan']",0,0.3020765,0.447644,0.5575564,"[-0.00957366  0.02993076  0.03070365  0.02440685  0.01076939 -0.00835084
  0.04654141 -0.03519617 -0.05630806  0.00279274 -0.01942676 -0.01172248
 -0.0502219   0.0035666  -0.02850276 -0.04092649  0.05471685  0.04787594
 -0.03778295  0.05979689 -0.00224703 -0.00274488 -0.01696887  0.04837928
 -0.04475804  0.00791533 -0.00031771  0.10219612  0.07845733 -0.03231809
 -0.01308623 -0.04701937  0.05879794 -0.03933533  0.10963298  0.0023674
  0.03751668 -0.00265746 -0.03214239  0.00498439  0.00825919  0.03224358
  0.04468903  0.02704381 -0.02281752 -0.04706908  0.00833608 -0.0144853
  0.0197396  -0.02459639  0.01382359 -0.00312178  0.01921364 -0.04621533
 -0.03735197  0.03838548 -0.03173374  0.01359794 -0.02505746 -0.00283766
  0.07511576 -0.01506258 -0.02160196 -0.04688969  0.00509572 -0.0370575
  0.07269026  0.04935393  0.01513987  0.02148012  0.03007244  0.05769698
  0.02108788 -0.00196925  0.0195287   0.05760171 -0.02919755 -0.01892237
 -0.04280762  0.00407796  0.00750882 -0.00136912  0.0902938  -0.01363281
  0.04059058  0.01030915  0.04514633 -0.02747383  0.06764001 -0.02445322
  0.0146553   0.01683798 -0.06380177 -0.05701868 -0.07034531 -0.01198889
 -0.05429439 -0.0356546  -0.0599944  -0.0428687 ]"
266,0,bikin kelar <PROVIDER_NAME> ,bikin kelar,"['bikin', 'kelar']",0,0.5125616,0.47429296,0.36624563,"[-0.00262777  0.02783118 -0.02331235 -0.00321116 -0.12912607 -0.02498099
  0.05645797 -0.07873903  0.0447953   0.08095858  0.15415758  0.13033548
  0.00709485  0.00681421  0.07661987 -0.07278886 -0.02534633 -0.04086145
 -0.0086631  -0.00370496  0.08685318 -0.09024388  0.00595998 -0.09648989
 -0.08201498 -0.07027677  0.01014226  0.0356277   0.09548606 -0.01019763
 -0.03347553 -0.01159686  0.0497596  -0.05172294 -0.05265346 -0.06491041
  0.04668462  0.10634993  0.12655377 -0.04008751 -0.01184976 -0.03802311
  0.01125451 -0.04252075  0.11531246 -0.02207828 -0.01046762 -0.0938886
 -0.05411583  0.04535297 -0.05100005  0.0511209   0.05706902  0.00119832
  0.01828227  0.12703267  0.14276832 -0.08370576  0.04446127  0.04848624
  0.04863121  0.08135856 -0.11958301  0.04437383  0.03033336  0.03849053
  0.01289089 -0.10151371  0.05799545  0.02707299 -0.01535087 -0.02035099
  0.01200605 -0.07203167  0.06749833 -0.11172075  0.00640997 -0.02071376
  0.01056047  0.00401426  0.12255262 -0.1468435   0.06829542 -0.07028328
 -0.05512905 -0.08000571 -0.04106442  0.09225337 -0.13615206  0.04380443
  0.02196116  0.13757092 -0.03457033  0.06788087  0.02786361  0.01142476
  0.05783629  0.03689661  0.01586754  0.11724631]"
267,0,<PROVIDER_NAME> Hooq sangat tidak bermanfaat. Beli kuota bisa menonton di youtube gak perlu Hooq #rugi <PRODUCT_NAME> #kuota <PROVIDER_NAME> ,hooq manfaat beli kuota tonton youtube gak hooq rugi kuota,"['hooq', 'manfaat', 'beli', 'kuota', 'tonton', 'youtube', 'gak', 'hooq', 'rugi', 'kuota']",2,0.33475608,0.5786546,0.40369093,"[ 0.02411554 -0.04242958  0.00991744 -0.05663184  0.04689683 -0.04461792
  0.02283556 -0.03071719 -0.00205239  0.01887669  0.0124479  -0.01005816
  0.03851562 -0.04785351 -0.01746638 -0.02015155 -0.02058295 -0.0031248
  0.07492926 -0.04097454 -0.05225215 -0.01761423 -0.00332746  0.07622834
 -0.01241911 -0.00879422 -0.00235964 -0.02797064 -0.00729386  0.05127617
 -0.01153178 -0.04637434 -0.02662069 -0.01936704  0.06378142  0.05410619
  0.02560784 -0.02769098 -0.0152464  -0.00886938  0.01295088 -0.02511582
  0.00415881 -0.04749345 -0.02709674  0.01948854  0.0406654   0.03840324
 -0.05479072  0.07409757 -0.0103391   0.03093403 -0.02503384 -0.02241399
 -0.0118835  -0.00905128  0.0636899  -0.06160145  0.01187691 -0.03222803
 -0.01071783  0.0211223  -0.00728469 -0.00748245  0.02052983  0.01505535
  0.01319584 -0.0293186  -0.03655796 -0.02095796  0.05022977  0.01083197
  0.01074642 -0.02918392  0.06681583  0.0130035   0.03220589 -0.00395935
 -0.02695015  0.05522462  0.06800543 -0.02154826  0.08032729 -0.03503501
 -0.02063936  0.02444947  0.02964244  0.07105513  0.02069564  0.02388801
 -0.02410644  0.04598417  0.06307925  0.0137869  -0.00943418 -0.10031915
 -0.0541501  -0.02303531 -0.03176693  0.02916266]"
268,0,<PROVIDER_NAME>  Di daerahku udah 3 hari  trouble mulu,daerah udah trouble mulu,"['daerah', 'udah', 'trouble', 'mulu']",2,0.3146185,0.62642455,0.4917797,"[-0.03388411 -0.0089699   0.03763995  0.01008264  0.07286625  0.03302903
  0.07460749 -0.04360783  0.10184147 -0.01117139  0.00108884 -0.00594797
  0.04172926 -0.05580813  0.03086777 -0.01522441  0.02494892  0.03868842
 -0.03707633  0.0036424   0.04960859  0.06760804 -0.04013015  0.07399636
 -0.08229631 -0.01395758  0.01534183 -0.09140361 -0.00065508  0.02936128
 -0.07017313  0.06187854  0.00858002 -0.06344336 -0.05353791 -0.03988859
 -0.00656239 -0.10315992 -0.04480276 -0.01189307  0.01215632  0.04673724
 -0.0241307  -0.05226123 -0.02747122 -0.05630038 -0.02229988  0.00062079
  0.01669229  0.06963494  0.08093478 -0.1068855   0.06549773  0.03836299
  0.00818332 -0.05474941  0.0582008  -0.02399471  0.00947251 -0.09356867
 -0.08156115 -0.00931203  0.05962123  0.01439251 -0.03877287  0.03340221
  0.01344878  0.02431405  0.00789501  0.08681233  0.02902643  0.04851526
  0.08110151 -0.04870562  0.03687517  0.0615027   0.05551933 -0.03995626
 -0.0128635   0.01960322 -0.0688003   0.03123199 -0.04916435  0.09907497
 -0.0354489   0.11126335  0.01044599 -0.02130764 -0.05942655  0.03258962
 -0.0443192  -0.00601877 -0.04844394 -0.05591171 -0.03196373 -0.01679303
  0.1066681   0.08900137 -0.07304124  0.05764532]"
269,0,"sisa 2 hari kuota <PROVIDER_NAME> <PROVIDER_NAME> tapi sudah dibilang habis, gimana ini!",sisa kuota bilang habis gimana,"['sisa', 'kuota', 'bilang', 'habis', 'gimana']",1,0.4056085,0.477492,0.5969034,"[-0.01019778  0.01624794  0.05751313 -0.03592176  0.03793612  0.0200702
  0.06450597 -0.05503315 -0.01221403 -0.03421991  0.01413701  0.01801653
  0.01225627 -0.04242992  0.03336397 -0.04421335 -0.00818555  0.01240872
 -0.00952968 -0.02788878 -0.00546751  0.02813346 -0.0213808   0.05213337
 -0.03268409 -0.03314833  0.01001936 -0.04298748 -0.04398683  0.04429897
  0.04984647  0.0452796  -0.0390466   0.00202387 -0.02954835  0.02080262
  0.01341881 -0.05585612  0.03556806 -0.00579553 -0.02171118 -0.05638033
  0.07272271 -0.13952684 -0.06139905 -0.02103136 -0.01409312 -0.02405898
 -0.01498113 -0.00450204 -0.06719704 -0.02044294 -0.05080818  0.04754431
 -0.0543642  -0.05197579 -0.00994277 -0.03280563  0.02375906 -0.00436475
 -0.00286812  0.03417871 -0.03912659 -0.06637122 -0.06298514  0.06918085
 -0.03939987  0.02486205  0.00418759  0.00367984  0.07765464  0.05562944
  0.07064141 -0.07940062  0.06279519 -0.01776157  0.04177878 -0.03048913
  0.03954223  0.03248299 -0.04204341 -0.05451839 -0.02954624 -0.0020006
 -0.02945639  0.0254905  -0.01423747  0.08133781  0.03209315 -0.00987073
 -0.00603372  0.05852743  0.05120186 -0.06931258 -0.06155366 -0.02066689
 -0.001168    0.00731711 -0.07671879  0.13667095]"
270,0,Jaringan simpati anjir banget akhir2 ini. <PROVIDER_NAME>,jaringan simpati anjir banget,"['jaringan', 'simpati', 'anjir', 'banget']",2,0.6970502,0.46513373,0.5673804,"[-0.07027857 -0.01122764 -0.06154474 -0.08578574 -0.03594583 -0.05807304
 -0.05672304  0.04625411 -0.04858165  0.08112231  0.05662693 -0.02401397
  0.00400393 -0.06057103 -0.032355   -0.08741596 -0.0088639  -0.0738674
 -0.04986466 -0.05914442  0.02473018 -0.05644957 -0.01178351  0.04838434
 -0.03309213 -0.03174606 -0.01413084 -0.06397121  0.01641762  0.09836563
 -0.02311186 -0.0803556   0.07180315  0.02966634  0.05371963 -0.01198671
  0.12479212 -0.00893343  0.00047104 -0.04678546 -0.03098846  0.01752882
  0.00040304  0.01620983  0.00867017  0.03167449 -0.08308635 -0.00704601
 -0.00641161 -0.03431861 -0.0864059  -0.02670841  0.02920566 -0.01121049
  0.01458683  0.03350151 -0.0255786   0.00171794  0.06613691 -0.08462583
  0.02788755  0.07759559  0.05307528 -0.0598965  -0.04412699 -0.08028138
  0.02337917 -0.01357719  0.01158285 -0.01795385  0.01215165  0.09203308
  0.02100124  0.09595751  0.05677191  0.01584385  0.06525954 -0.04914511
  0.00708133  0.06721199 -0.04206559  0.02895106 -0.00632112  0.00763691
  0.06956168  0.03821789 -0.02100544  0.03909146  0.03556216  0.06303205
 -0.03959558  0.08460008 -0.03781987 -0.01116075  0.01557271 -0.05465172
 -0.07728266 -0.00306044  0.03322231  0.0975514 ]"
271,0,Dan terjadi lagi <PROVIDER_NAME> tai,tai,['tai'],2,0.45152265,0.56394565,0.49281597,"[-5.34510612e-03  1.20053910e-01 -1.08887628e-03  3.16895486e-04
 -1.26129448e-01  1.12007774e-01  1.59889963e-02  4.45063077e-02
 -2.94614639e-02 -6.90711513e-02 -1.05584033e-01  3.48560289e-02
 -5.13080545e-02 -7.79746920e-02  1.88299835e-01 -7.21616074e-02
 -1.66179955e-01  2.22082008e-02 -1.52438015e-01 -2.66240612e-02
  9.24845859e-02 -7.49303587e-03 -5.23331985e-02 -6.13235235e-02
  1.05456650e-01  2.97865327e-02  2.53258329e-02 -1.64205655e-01
 -5.25568239e-02 -1.31970078e-01 -2.18957867e-02 -4.34623882e-02
 -5.37154041e-02 -1.25961900e-01 -2.01586753e-01  3.25683057e-01
 -1.87726587e-01 -1.19429812e-01 -7.15605095e-02 -5.39022982e-02
  1.52569367e-02  2.81776395e-02  1.53981254e-01 -1.57889411e-01
 -1.79777637e-01  1.47920981e-01 -4.63507278e-03 -1.48840100e-01
 -8.05339590e-02 -6.31173607e-03  5.91821671e-02 -2.24724673e-02
 -8.08982179e-03 -8.64810348e-02  1.04824543e-01 -1.57822147e-01
 -8.26045126e-02 -4.55856957e-02  5.50080389e-02  1.29678145e-01
 -8.64940882e-03 -2.40142131e-03 -1.53397381e-01  1.14449076e-01
  2.16442496e-01  8.20458606e-02 -3.80715020e-02  4.43561524e-02
 -3.31897214e-02 -1.78792477e-01 -5.37295118e-02  8.85117128e-02
  8.67086947e-02 -2.32535303e-02 -7.20641613e-02 -7.80971581e-03
  5.48304804e-02 -1.29612163e-02 -5.14345132e-02 -4.79634739e-02
 -1.33247683e-02  2.09510475e-02  1.77646741e-01 -1.66358963e-01
  9.94672030e-02 -2.24165525e-03  4.67915758e-02  5.64849079e-02
 -7.59752095e-03  1.53383046e-01  3.33918743e-02  6.12677634e-02
  3.53298746e-02 -1.47124320e-01  1.91097893e-02  1.84781387e-01
 -4.91027236e-02  3.38530587e-03  5.58634959e-02  3.09586283e-02]"
272,1,Untung pakai <PROVIDER_NAME> walaupun jauh dari rumah tapi Alhamdulillah semua urusan beres.,untung pakai rumah alhamdulillah urus beres,"['untung', 'pakai', 'rumah', 'alhamdulillah', 'urus', 'beres']",2,0.40941134,0.6375884,0.5645604,"[-0.05588029  0.00750757  0.06954663 -0.04552596  0.12529272 -0.00291968
 -0.02957921  0.04280967  0.03815764  0.05260238 -0.0189764   0.02801628
 -0.09932705  0.01788893 -0.05247743  0.01724992 -0.00479989  0.07208008
 -0.07852568 -0.04086598 -0.02203734 -0.03459575 -0.00989886  0.03915853
 -0.04408789 -0.02201624  0.02141015 -0.04178269  0.00281154 -0.01029964
 -0.00380267  0.01852229 -0.03294195 -0.08937576 -0.02019391 -0.00838305
  0.04601764  0.05289406 -0.03320052  0.00944975  0.06239107  0.03485352
 -0.01703867  0.0418567  -0.07027385  0.05152884 -0.01260264  0.02436442
  0.02266831  0.04895103 -0.00720391 -0.01940091 -0.03272294  0.03613175
 -0.03094259 -0.014277   -0.01724633 -0.02001222  0.03977712 -0.04176491
  0.04507976  0.02959367 -0.07209596  0.00406426  0.04509129  0.05154492
 -0.00013746  0.01743765  0.00747882  0.08095429  0.03603127 -0.01397288
  0.02471719 -0.01660773  0.02044524 -0.04561384  0.05341113 -0.02950987
 -0.00696216  0.03931572  0.00530473 -0.00461148 -0.00047415  0.02519667
  0.04743097 -0.01201054  0.05380906  0.03312804  0.06388436  0.00218
 -0.01364748 -0.05503288 -0.03421677 -0.0466925  -0.05142729 -0.00296386
 -0.0142121   0.01915926  0.03489375 -0.00704672]"
273,0,jaringan <PROVIDER_NAME> flash untuk daerah aceh singkil kok gak stabil <PROVIDER_NAME>,jaringan flash daerah aceh singkil gak stabil,"['jaringan', 'flash', 'daerah', 'aceh', 'singkil', 'gak', 'stabil']",1,0.45919585,0.4905203,0.6924305,"[-0.03546736  0.04111915 -0.05099943  0.00873466  0.04293601 -0.01720919
  0.04715964  0.0276231   0.0671965   0.00162561 -0.02405244 -0.06866683
 -0.07974994 -0.05724269 -0.05227041 -0.02195298  0.03154626  0.0438722
 -0.03443259 -0.03723282 -0.03203197 -0.08323376  0.03395884  0.01783428
 -0.07751461 -0.01747437 -0.01948006  0.00958667 -0.01440194  0.00764101
 -0.00332773 -0.01800977  0.03096429 -0.05463556  0.02569526 -0.06037179
 -0.00249875 -0.0584728  -0.00839855 -0.05615667  0.03645968  0.03918089
  0.01547421 -0.04232464 -0.05115186 -0.02494417 -0.03636417  0.09652573
  0.05202797 -0.05336544  0.00233164 -0.04887313 -0.05227859 -0.03366909
  0.01561162 -0.02694836 -0.01306518 -0.02822684  0.02387801 -0.04920985
 -0.0237946  -0.01367023 -0.01223246  0.01681075 -0.00843174 -0.04855504
  0.00189393  0.01699216  0.00154371  0.02434814 -0.02295617  0.04038811
  0.03285981  0.05832591  0.02006174 -0.04209367  0.01243325 -0.04807643
  0.00907977  0.01715378 -0.02482315  0.07551825  0.01122978  0.02294475
  0.01867914  0.03988662 -0.02113866 -0.00814229 -0.03611638 -0.05844432
 -0.02906993 -0.06177654 -0.03506804 -0.03672917  0.03982928 -0.0454249
 -0.0035799  -0.05141912 -0.011759    0.02333433]"
274,0,<PROVIDER_NAME> tarif mahal dengan sinyal parah.,tarif mahal sinyal parah,"['tarif', 'mahal', 'sinyal', 'parah']",1,0.32998314,0.5718038,0.8001849,"[-0.0158448   0.03940884  0.00158091  0.02300083  0.04151273  0.02734619
 -0.02243194 -0.04150288  0.00286071  0.03280465 -0.10284807 -0.00671691
 -0.0282008  -0.07246486  0.10923092 -0.07356244  0.00097618  0.0554136
  0.0276986  -0.00072562 -0.03307375  0.03611366 -0.07828371 -0.02215229
 -0.04464804  0.01616695  0.03292873  0.05265144  0.00988485 -0.0426693
 -0.09062743  0.03220007  0.00926539 -0.09430234  0.01112653  0.0260188
 -0.05434464 -0.0562806   0.02265737 -0.03005182  0.0635525  -0.05337215
 -0.03249511 -0.00216908 -0.05118511 -0.06234925 -0.01421451 -0.04482403
  0.04653107 -0.06860045  0.07173961 -0.03618316 -0.06496184 -0.04473766
  0.03560072  0.0093421  -0.05477245  0.10069159  0.0281825  -0.0023922
 -0.0453536   0.00265462 -0.0316883  -0.00789363  0.00070845  0.02397091
  0.0825012   0.08084216  0.00350103  0.12683313 -0.02814424 -0.00118937
  0.00744154 -0.03389344  0.06482088  0.04941086  0.01058129  0.00558052
 -0.09464414  0.06581237 -0.03812806  0.05273967  0.01878525 -0.02831412
  0.00208824 -0.01205396 -0.06320782  0.00161137 -0.03166562 -0.04491632
  0.04956324  0.02297626  0.02517631 -0.05952362  0.01200781  0.0576
 -0.04039569  0.0442109   0.00205175  0.08119579]"
275,0,"Jadi, sudah seminggu ini saya digangguin sama bunyi SMS dari <PROVIDER_NAME>. Ada promo, katanya.… <URL> ",minggu digangguin bunyi sms promo,"['minggu', 'digangguin', 'bunyi', 'sms', 'promo']",0,0.4509802,0.22179526,0.18163332,"[ 0.02115367  0.00862931  0.03057454  0.00028152  0.01807458 -0.06409936
  0.03046881  0.02513542 -0.04015627  0.02933249  0.01291778 -0.01038451
  0.02460534 -0.03721482  0.0259587  -0.03034509 -0.04946021  0.02280162
 -0.06457106  0.05672783  0.04210817  0.01957871  0.03856098  0.12908986
 -0.04253028  0.07620706 -0.07333957  0.01114143  0.05191717  0.05025051
  0.09113687 -0.04054888 -0.00658405  0.01355661 -0.09294869  0.0555575
  0.02216135  0.01037057 -0.00175581 -0.00202699  0.00576817 -0.0634101
  0.01583739  0.03062494  0.01418035  0.05527969 -0.09554598 -0.02748791
 -0.03617758  0.04679748 -0.0674599  -0.00068519  0.00432554  0.03063458
  0.01884501 -0.08211125  0.01096468 -0.04719673 -0.01288666 -0.02416468
  0.00557069  0.01302836  0.02745989  0.04372174  0.02644148 -0.00952973
 -0.11088246 -0.05598561  0.01886744 -0.04562836  0.05021175  0.09131834
  0.05155649 -0.02954254  0.02555802  0.01361865  0.01909886  0.11969707
 -0.02722559 -0.00644621 -0.09477056 -0.05370251  0.01471294 -0.06873213
 -0.04749108 -0.06496392 -0.02049435  0.00944897 -0.05917474  0.05649924
 -0.11181052 -0.08996869  0.15262194  0.01983366  0.02269067 -0.02471593
 -0.08713653 -0.00669902 -0.04409719  0.04546448]"
276,0,Oh jariangan kenapa <PROVIDER_NAME>,oh jariangan,"['oh', 'jariangan']",0,0.45162928,0.4048982,0.74810034,"[-0.055147   -0.01818849 -0.06320707 -0.02910131 -0.21087934 -0.04938888
 -0.04166568  0.05821794  0.02295138 -0.14174706  0.12358429 -0.10365588
 -0.12415442 -0.05001365  0.03435764  0.16340359  0.04080103  0.03746955
  0.00078569  0.00352775  0.03761119 -0.01577238 -0.09178056  0.01648381
 -0.01724626 -0.07595399 -0.00610789 -0.01935789  0.02059507  0.09341158
  0.0768688   0.06071341  0.0586304   0.03702034 -0.02069188 -0.04912039
  0.05625507 -0.06220913  0.14820075  0.04261709 -0.04745474 -0.07920969
 -0.1377533  -0.04111932 -0.02920181  0.03605469 -0.16809008  0.07363811
 -0.02277385  0.04830611 -0.05535561 -0.08321875  0.04175621  0.03025333
  0.00452564 -0.11236084  0.03895163 -0.08645552  0.09463592 -0.00784313
  0.1809971   0.11464236 -0.044409   -0.03217119  0.02635121 -0.01695793
 -0.12602185 -0.05334172 -0.03453639  0.01024218 -0.03167831  0.09302099
  0.07675971  0.0340899  -0.02093126 -0.01989154  0.00319085 -0.19272175
  0.11758152 -0.00417997 -0.17283002 -0.00980041  0.12647766 -0.01582422
  0.08409615  0.01680921  0.09908089 -0.01580165 -0.05664295  0.04957171
 -0.02858628 -0.05530253  0.04476252 -0.13778445 -0.0537998  -0.00157236
 -0.00573825  0.04121419  0.04777601 -0.01173873]"
